;Cluster;Wochentag;Ankunftszeit;Nummer;Pausentyp;Kapazitaet;Max_Leistung;SOC;SOC_Target;Pausenlaenge;Ladesäule;Zeit_DateTime;Ankunftszeit_total;LoadStatus
1641;2;2;995;583;Schnelllader;720;750;0,3357215298965887;0,73;45;MCS;2021-01-02 16:35:00;2435;1
1642;2;2;995;584;Schnelllader;600;750;0,3315063361192451;0,856;45;MCS;2021-01-02 16:35:00;2435;1
1643;2;2;1005;585;Schnelllader;840;1200;0,2558839609707949;0,64;45;MCS;2021-01-02 16:45:00;2445;1
1647;2;2;1010;589;Schnelllader;840;1200;0,2933903690046949;0,64;45;MCS;2021-01-02 16:50:00;2450;1
1651;2;2;1015;593;Schnelllader;840;1200;0,2294881418485252;0,64;45;MCS;2021-01-02 16:55:00;2455;1
1655;2;2;1030;597;Schnelllader;600;750;0,3306732740313745;0,856;45;MCS;2021-01-02 17:10:00;2470;1
1656;2;2;1035;598;Schnelllader;840;1200;0,3069605079721294;0,64;45;MCS;2021-01-02 17:15:00;2475;1
1657;2;2;1035;599;Schnelllader;960;1200;0,2972792646799502;0,5725;45;MCS;2021-01-02 17:15:00;2475;1
1658;2;2;1040;600;Schnelllader;720;750;0,3546619600954412;0,73;45;MCS;2021-01-02 17:20:00;2480;1
1664;2;2;1060;606;Schnelllader;600;750;0,2311974753443526;0,856;45;MCS;2021-01-02 17:40:00;2500;1
1667;2;2;1065;609;Schnelllader;960;1200;0,2743965680807743;0,5725;45;MCS;2021-01-02 17:45:00;2505;1
1668;2;2;1065;610;Schnelllader;960;1200;0,2588411605360828;0,5725;45;MCS;2021-01-02 17:45:00;2505;1
1672;2;2;1075;614;Schnelllader;720;750;0,2681159171741626;0,73;45;MCS;2021-01-02 17:55:00;2515;1
1673;2;2;1075;615;Schnelllader;720;750;0,3060695536123313;0,73;45;MCS;2021-01-02 17:55:00;2515;1
1678;2;2;1085;620;Schnelllader;600;750;0,2912951430465467;0,856;45;MCS;2021-01-02 18:05:00;2525;1
1680;2;2;1090;622;Schnelllader;960;1200;0,2173180933058389;0,5725;45;MCS;2021-01-02 18:10:00;2530;1
1681;2;2;1090;623;Schnelllader;600;750;0,380561592137577;0,856;45;MCS;2021-01-02 18:10:00;2530;1
1684;2;2;1095;626;Schnelllader;960;1200;0,2564727486532235;0,5725;45;MCS;2021-01-02 18:15:00;2535;0
1693;2;2;1105;635;Schnelllader;840;1200;0,2876035975048082;0,64;45;MCS;2021-01-02 18:25:00;2545;0
1700;2;2;1115;642;Schnelllader;840;1200;0,2843202471323041;0,64;45;MCS;2021-01-02 18:35:00;2555;1
1702;2;2;1120;644;Schnelllader;720;750;0,3384011089924197;0,73;45;MCS;2021-01-02 18:40:00;2560;1
1703;2;2;1120;645;Schnelllader;960;1200;0,2361209769226612;0,5725;45;MCS;2021-01-02 18:40:00;2560;1
1706;2;2;1125;648;Schnelllader;840;1200;0,2527646964845615;0,64;45;MCS;2021-01-02 18:45:00;2565;1
1712;2;2;1130;654;Schnelllader;960;1200;0,2129390228030363;0,5725;45;MCS;2021-01-02 18:50:00;2570;1
1713;2;2;1130;655;Schnelllader;840;1200;0,1959893037157976;0,64;45;MCS;2021-01-02 18:50:00;2570;0
1714;2;2;1130;656;Schnelllader;960;1200;0,2648833073148037;0,5725;45;MCS;2021-01-02 18:50:00;2570;0
1717;2;2;1135;659;Schnelllader;840;1200;0,2608243596414158;0,64;45;MCS;2021-01-02 18:55:00;2575;1
1718;2;2;1135;660;Schnelllader;840;1200;0,2507182165622263;0,64;45;MCS;2021-01-02 18:55:00;2575;1
1727;2;2;1155;669;Schnelllader;720;750;0,3121091610367552;0,73;45;MCS;2021-01-02 19:15:00;2595;1
1728;2;2;1155;670;Schnelllader;720;750;0,243438542834622;0,73;45;MCS;2021-01-02 19:15:00;2595;0
1730;2;2;1155;672;Schnelllader;840;1200;0,2126317295465238;0,64;45;MCS;2021-01-02 19:15:00;2595;0
1738;2;2;1165;680;Schnelllader;960;1200;0,1876073873822749;0,5725;45;MCS;2021-01-02 19:25:00;2605;1
1739;2;2;1165;681;Schnelllader;960;1200;0,2421698083834516;0,5725;45;MCS;2021-01-02 19:25:00;2605;0
1744;2;2;1170;686;Schnelllader;600;750;0,3376681621900373;0,856;45;MCS;2021-01-02 19:30:00;2610;1
1745;2;2;1170;687;Schnelllader;720;750;0,3021494227790037;0,73;45;MCS;2021-01-02 19:30:00;2610;1
1754;2;2;1175;696;Schnelllader;840;1200;0,2972917585166041;0,64;45;MCS;2021-01-02 19:35:00;2615;1
1755;2;2;1175;697;Schnelllader;720;750;0,2799261742214272;0,73;45;MCS;2021-01-02 19:35:00;2615;1
1756;2;2;1175;698;Schnelllader;840;1200;0,211817532231152;0,64;45;MCS;2021-01-02 19:35:00;2615;0
1759;2;2;1180;701;Schnelllader;960;1200;0,2145314795283533;0,5725;45;MCS;2021-01-02 19:40:00;2620;1
1761;2;2;1180;703;Schnelllader;600;750;0,1931944967256123;0,856;45;MCS;2021-01-02 19:40:00;2620;0
1770;2;2;1190;712;Schnelllader;960;1200;0,2033626777078451;0,5725;45;MCS;2021-01-02 19:50:00;2630;1
1771;2;2;1190;713;Schnelllader;840;1200;0,239451070335162;0,64;45;MCS;2021-01-02 19:50:00;2630;0
1773;2;2;1195;715;Schnelllader;840;1200;0,2334008772119784;0,64;45;MCS;2021-01-02 19:55:00;2635;1
1777;2;2;1200;719;Schnelllader;960;1200;0,191460006543114;0,5725;45;MCS;2021-01-02 20:00:00;2640;0
1778;2;2;1200;720;Schnelllader;840;1200;0,1903373806872414;0,64;45;MCS;2021-01-02 20:00:00;2640;0
1782;2;2;1210;724;Schnelllader;720;750;0,194971692674079;0,73;45;MCS;2021-01-02 20:10:00;2650;1
1786;2;2;1215;728;Schnelllader;840;1200;0,2713747351320146;0,64;45;MCS;2021-01-02 20:15:00;2655;1
1787;2;2;1215;729;Schnelllader;720;750;0,2283859325518392;0,73;45;MCS;2021-01-02 20:15:00;2655;0
1789;2;2;1220;731;Schnelllader;960;1200;0,2777890446826345;0,5725;45;MCS;2021-01-02 20:20:00;2660;1
1790;2;2;1220;732;Schnelllader;840;1200;0,1678393403394758;0,64;45;MCS;2021-01-02 20:20:00;2660;1
1797;2;2;1235;739;Schnelllader;840;1200;0,2679910966563701;0,64;45;MCS;2021-01-02 20:35:00;2675;1
1798;2;2;1235;740;Schnelllader;720;750;0,3062800134574965;0,73;45;MCS;2021-01-02 20:35:00;2675;1
1799;2;2;1240;741;Schnelllader;600;750;0,3215758822461858;0,856;45;MCS;2021-01-02 20:40:00;2680;1
1800;2;2;1240;742;Schnelllader;720;750;0,2183676397700068;0,73;45;MCS;2021-01-02 20:40:00;2680;1
1802;2;2;1245;744;Schnelllader;840;1200;0,1538006054545365;0,64;45;MCS;2021-01-02 20:45:00;2685;1
1813;2;2;1265;755;Schnelllader;960;1200;0,280250137458839;0,5725;45;MCS;2021-01-02 21:05:00;2705;1
1818;2;2;1275;760;Schnelllader;960;1200;0,2676420746136014;0,5725;45;MCS;2021-01-02 21:15:00;2715;1
1819;2;2;1280;761;Schnelllader;960;1200;0,2781080957534314;0,5725;45;MCS;2021-01-02 21:20:00;2720;1
1823;2;2;1285;765;Schnelllader;720;750;0,3161202993423524;0,73;45;MCS;2021-01-02 21:25:00;2725;1
1824;2;2;1285;766;Schnelllader;840;1200;0,168439812707437;0,64;45;MCS;2021-01-02 21:25:00;2725;1
1827;2;2;1295;769;Schnelllader;600;750;0,1867922333983785;0,856;45;MCS;2021-01-02 21:35:00;2735;1
1828;2;2;1295;770;Schnelllader;720;750;0,3281265215659379;0,73;45;MCS;2021-01-02 21:35:00;2735;1
1831;2;2;1310;773;Schnelllader;600;750;0,2085972334573683;0,856;45;MCS;2021-01-02 21:50:00;2750;1
1833;2;2;1315;775;Schnelllader;960;1200;0,2105110672212631;0,5725;45;MCS;2021-01-02 21:55:00;2755;1
1834;2;2;1315;776;Schnelllader;720;750;0,1729588753978843;0,73;45;MCS;2021-01-02 21:55:00;2755;0
1836;2;2;1320;778;Schnelllader;720;750;0,2734250039633775;0,73;45;MCS;2021-01-02 22:00:00;2760;1
1842;2;2;1335;784;Schnelllader;600;750;0,2298020862752195;0,856;45;MCS;2021-01-02 22:15:00;2775;1
1846;2;2;1340;788;Schnelllader;960;1200;0,239512656005342;0,5725;45;MCS;2021-01-02 22:20:00;2780;1
1851;2;2;1360;793;Schnelllader;600;750;0,136426427812736;0,856;45;MCS;2021-01-02 22:40:00;2800;1
1855;2;2;1365;797;Schnelllader;720;750;0,1677945781737659;0,73;45;MCS;2021-01-02 22:45:00;2805;1
1859;2;2;1385;801;Schnelllader;840;1200;0,208846415175087;0,64;45;MCS;2021-01-02 23:05:00;2825;1
1863;2;2;1395;805;Schnelllader;960;1200;0,1510630780017036;0,5725;45;MCS;2021-01-02 23:15:00;2835;1
1865;2;2;1400;807;Schnelllader;960;1200;0,1561341029514306;0,5725;45;MCS;2021-01-02 23:20:00;2840;1
1866;2;2;1400;808;Schnelllader;840;1200;0,2795061215503848;0,64;45;MCS;2021-01-02 23:20:00;2840;1
1873;2;2;1415;815;Schnelllader;960;1200;0,1908524559313108;0,5725;45;MCS;2021-01-02 23:35:00;2855;1
1875;2;2;1420;817;Schnelllader;840;1200;0,1294434627425709;0,64;45;MCS;2021-01-02 23:40:00;2860;1
1901;2;3;595;843;Schnelllader;600;750;0,3574756299011067;0,856;45;MCS;2021-01-03 09:55:00;3475;1
1909;2;3;620;851;Schnelllader;720;750;0,3297343101199266;0,73;45;MCS;2021-01-03 10:20:00;3500;1
1915;2;3;630;857;Schnelllader;600;750;0,3243836749902186;0,856;45;MCS;2021-01-03 10:30:00;3510;1
1921;2;3;650;863;Schnelllader;720;750;0,3389320880692962;0,73;45;MCS;2021-01-03 10:50:00;3530;1
1923;2;3;650;865;Schnelllader;600;750;0,4255162276103028;0,856;45;MCS;2021-01-03 10:50:00;3530;1
1924;2;3;650;866;Schnelllader;600;750;0,3285651787817205;0,856;45;MCS;2021-01-03 10:50:00;3530;1
1938;2;3;670;880;Schnelllader;600;750;0,3188941543383496;0,856;45;MCS;2021-01-03 11:10:00;3550;1
1951;2;3;690;893;Schnelllader;720;750;0,3630569127106068;0,73;45;MCS;2021-01-03 11:30:00;3570;1
1952;2;3;690;894;Schnelllader;840;1200;0,3107302965493695;0,64;45;MCS;2021-01-03 11:30:00;3570;1
1969;2;3;725;911;Schnelllader;720;750;0,3170309995013534;0,73;45;MCS;2021-01-03 12:05:00;3605;1
1971;2;3;730;913;Schnelllader;840;1200;0,3258528568925352;0,64;45;MCS;2021-01-03 12:10:00;3610;1
1976;2;3;745;918;Schnelllader;600;750;0,4002217247878937;0,856;45;MCS;2021-01-03 12:25:00;3625;1
1980;2;3;750;922;Schnelllader;840;1200;0,3113641985927981;0,64;45;MCS;2021-01-03 12:30:00;3630;1
1982;2;3;760;924;Schnelllader;720;750;0,3124220283357249;0,73;45;MCS;2021-01-03 12:40:00;3640;1
1988;2;3;770;930;Schnelllader;720;750;0,3590706322063663;0,73;45;MCS;2021-01-03 12:50:00;3650;1
1989;2;3;770;931;Schnelllader;720;750;0,3055610049713028;0,73;45;MCS;2021-01-03 12:50:00;3650;1
1992;2;3;775;934;Schnelllader;720;750;0,3339327531779923;0,73;45;MCS;2021-01-03 12:55:00;3655;1
2002;2;3;800;944;Schnelllader;840;1200;0,2862448592808626;0,64;45;MCS;2021-01-03 13:20:00;3680;1
2003;2;3;800;945;Schnelllader;960;1200;0,2842164729911111;0,5725;45;MCS;2021-01-03 13:20:00;3680;0
2005;2;3;805;947;Schnelllader;600;750;0,4246321665909202;0,856;45;MCS;2021-01-03 13:25:00;3685;1
2007;2;3;815;949;Schnelllader;600;750;0,4154136322401722;0,856;45;MCS;2021-01-03 13:35:00;3695;0
2008;2;3;815;950;Schnelllader;720;750;0,3489105002983338;0,73;45;MCS;2021-01-03 13:35:00;3695;0
2011;2;3;825;953;Schnelllader;720;750;0,300380524829224;0,73;45;MCS;2021-01-03 13:45:00;3705;1
2015;2;3;835;957;Schnelllader;960;1200;0,2947571273335769;0,5725;45;MCS;2021-01-03 13:55:00;3715;1
2018;2;3;840;960;Schnelllader;720;750;0,3262175486720498;0,73;45;MCS;2021-01-03 14:00:00;3720;1
2021;2;3;845;963;Schnelllader;600;750;0,2981954799043607;0,856;45;MCS;2021-01-03 14:05:00;3725;1
2022;2;3;845;964;Schnelllader;840;1200;0,2739419579706877;0,64;45;MCS;2021-01-03 14:05:00;3725;1
2023;2;3;845;965;Schnelllader;600;750;0,3114490036928607;0,856;45;MCS;2021-01-03 14:05:00;3725;1
2024;2;3;845;966;Schnelllader;960;1200;0,275047566164055;0,5725;45;MCS;2021-01-03 14:05:00;3725;1
2026;2;3;860;968;Schnelllader;960;1200;0,2890763272452863;0,5725;45;MCS;2021-01-03 14:20:00;3740;1
2028;2;3;870;970;Schnelllader;720;750;0,2727876878076292;0,73;45;MCS;2021-01-03 14:30:00;3750;1
2034;2;3;890;976;Schnelllader;840;1200;0,2676426022354197;0,64;45;MCS;2021-01-03 14:50:00;3770;1
2037;2;3;900;979;Schnelllader;720;750;0,3017723089958013;0,73;45;MCS;2021-01-03 15:00:00;3780;1
2039;2;3;905;981;Schnelllader;960;1200;0,2566645865869328;0,5725;45;MCS;2021-01-03 15:05:00;3785;1
2041;2;3;905;983;Schnelllader;600;750;0,2607100127419789;0,856;45;MCS;2021-01-03 15:05:00;3785;1
2042;2;3;910;984;Schnelllader;840;1200;0,3170847653661634;0,64;45;MCS;2021-01-03 15:10:00;3790;1
2043;2;3;920;985;Schnelllader;960;1200;0,277299697279591;0,5725;45;MCS;2021-01-03 15:20:00;3800;1
2044;2;3;920;986;Schnelllader;840;1200;0,2653483916676383;0,64;45;MCS;2021-01-03 15:20:00;3800;1
2047;2;3;930;989;Schnelllader;600;750;0,4260533767841944;0,856;45;MCS;2021-01-03 15:30:00;3810;1
2050;2;3;955;992;Schnelllader;960;1200;0,2747526198859812;0,5725;45;MCS;2021-01-03 15:55:00;3835;1
2053;2;3;960;995;Schnelllader;840;1200;0,2860425778248294;0,64;45;MCS;2021-01-03 16:00:00;3840;1
2054;2;3;960;996;Schnelllader;840;1200;0,2526901105257816;0,64;45;MCS;2021-01-03 16:00:00;3840;1
2055;2;3;960;997;Schnelllader;960;1200;0,2566220981734047;0,5725;45;MCS;2021-01-03 16:00:00;3840;1
2057;2;3;985;999;Schnelllader;960;1200;0,2331721115255434;0,5725;45;MCS;2021-01-03 16:25:00;3865;1
2059;2;3;990;1001;Schnelllader;720;750;0,3121748390400877;0,73;45;MCS;2021-01-03 16:30:00;3870;1
2060;2;3;995;1002;Schnelllader;960;1200;0,2582202646721914;0,5725;45;MCS;2021-01-03 16:35:00;3875;1
2061;2;3;995;1003;Schnelllader;840;1200;0,2506193131082641;0,64;45;MCS;2021-01-03 16:35:00;3875;0
2063;2;3;995;1005;Schnelllader;720;750;0,2931485021085777;0,73;45;MCS;2021-01-03 16:35:00;3875;0
2068;2;3;1005;1010;Schnelllader;720;750;0,265736506915177;0,73;45;MCS;2021-01-03 16:45:00;3885;1
2069;2;3;1010;1011;Schnelllader;720;750;0,2566365963936132;0,73;45;MCS;2021-01-03 16:50:00;3890;1
2070;2;3;1015;1012;Schnelllader;720;750;0,262375829230363;0,73;45;MCS;2021-01-03 16:55:00;3895;1
2071;2;3;1015;1013;Schnelllader;720;750;0,2648908925077861;0,73;45;MCS;2021-01-03 16:55:00;3895;1
2072;2;3;1015;1014;Schnelllader;960;1200;0,2191938258630933;0,5725;45;MCS;2021-01-03 16:55:00;3895;1
2078;2;3;1030;1020;Schnelllader;960;1200;0,2792735731850431;0,5725;45;MCS;2021-01-03 17:10:00;3910;1
2081;2;3;1035;1023;Schnelllader;960;1200;0,2672808136926844;0,5725;45;MCS;2021-01-03 17:15:00;3915;1
2087;2;3;1050;1029;Schnelllader;720;750;0,3247369239817466;0,73;45;MCS;2021-01-03 17:30:00;3930;1
2088;2;3;1050;1030;Schnelllader;600;750;0,3066440829717268;0,856;45;MCS;2021-01-03 17:30:00;3930;1
2092;2;3;1055;1034;Schnelllader;960;1200;0,2533229583964388;0,5725;45;MCS;2021-01-03 17:35:00;3935;1
2099;2;3;1065;1041;Schnelllader;720;750;0,3303613182172347;0,73;45;MCS;2021-01-03 17:45:00;3945;1
2102;2;3;1070;1044;Schnelllader;720;750;0,3321803613149714;0,73;45;MCS;2021-01-03 17:50:00;3950;0
2106;2;3;1075;1048;Schnelllader;720;750;0,2032299646698832;0,73;45;MCS;2021-01-03 17:55:00;3955;0
2107;2;3;1075;1049;Schnelllader;960;1200;0,2004715659250829;0,5725;45;MCS;2021-01-03 17:55:00;3955;0
2111;2;3;1080;1053;Schnelllader;960;1200;0,2391022990769758;0,5725;45;MCS;2021-01-03 18:00:00;3960;1
2112;2;3;1085;1054;Schnelllader;720;750;0,2018243012555847;0,73;45;MCS;2021-01-03 18:05:00;3965;1
2113;2;3;1085;1055;Schnelllader;840;1200;0,3134470997561523;0,64;45;MCS;2021-01-03 18:05:00;3965;0
2114;2;3;1085;1056;Schnelllader;720;750;0,2164331239226206;0,73;45;MCS;2021-01-03 18:05:00;3965;0
2115;2;3;1085;1057;Schnelllader;600;750;0,3038189328242223;0,856;45;MCS;2021-01-03 18:05:00;3965;0
2118;2;3;1090;1060;Schnelllader;960;1200;0,2220112468863286;0,5725;45;MCS;2021-01-03 18:10:00;3970;1
2119;2;3;1090;1061;Schnelllader;600;750;0,2571024598027972;0,856;45;MCS;2021-01-03 18:10:00;3970;1
2121;2;3;1090;1063;Schnelllader;600;750;0,201297319338033;0,856;45;MCS;2021-01-03 18:10:00;3970;1
2125;2;3;1100;1067;Schnelllader;600;750;0,3171299825882906;0,856;45;MCS;2021-01-03 18:20:00;3980;1
2126;2;3;1100;1068;Schnelllader;840;1200;0,2386037928793669;0,64;45;MCS;2021-01-03 18:20:00;3980;1
2132;2;3;1105;1074;Schnelllader;600;750;0,3561220522698307;0,856;45;MCS;2021-01-03 18:25:00;3985;1
2142;2;3;1125;1084;Schnelllader;960;1200;0,2860231111488013;0,5725;45;MCS;2021-01-03 18:45:00;4005;1
2145;2;3;1130;1087;Schnelllader;960;1200;0,2372574400855545;0,5725;45;MCS;2021-01-03 18:50:00;4010;1
2150;2;3;1135;1092;Schnelllader;840;1200;0,2499465911548862;0,64;45;MCS;2021-01-03 18:55:00;4015;1
2163;2;3;1155;1105;Schnelllader;840;1200;0,204876710843268;0,64;45;MCS;2021-01-03 19:15:00;4035;1
2164;2;3;1155;1106;Schnelllader;720;750;0,3180456656670847;0,73;45;MCS;2021-01-03 19:15:00;4035;0
2165;2;3;1155;1107;Schnelllader;720;750;0,3206222667029891;0,73;45;MCS;2021-01-03 19:15:00;4035;0
2168;2;3;1160;1110;Schnelllader;720;750;0,3387644147132381;0,73;45;MCS;2021-01-03 19:20:00;4040;1
2170;2;3;1160;1112;Schnelllader;960;1200;0,2684749189009097;0,5725;45;MCS;2021-01-03 19:20:00;4040;0
2172;2;3;1165;1114;Schnelllader;720;750;0,2895512952719998;0,73;45;MCS;2021-01-03 19:25:00;4045;0
2173;2;3;1165;1115;Schnelllader;960;1200;0,2538713253679661;0,5725;45;MCS;2021-01-03 19:25:00;4045;0
2176;2;3;1170;1118;Schnelllader;960;1200;0,2377477781137267;0,5725;45;MCS;2021-01-03 19:30:00;4050;1
2177;2;3;1170;1119;Schnelllader;720;750;0,2480631214330519;0,73;45;MCS;2021-01-03 19:30:00;4050;0
2178;2;3;1170;1120;Schnelllader;960;1200;0,2286954604901839;0,5725;45;MCS;2021-01-03 19:30:00;4050;0
2182;2;3;1175;1124;Schnelllader;960;1200;0,173656240691716;0,5725;45;MCS;2021-01-03 19:35:00;4055;1
2183;2;3;1175;1125;Schnelllader;720;750;0,2835310845805485;0,73;45;MCS;2021-01-03 19:35:00;4055;1
2184;2;3;1175;1126;Schnelllader;960;1200;0,2545417133945952;0,5725;45;MCS;2021-01-03 19:35:00;4055;1
2197;2;3;1190;1139;Schnelllader;840;1200;0,2956426031979235;0,64;45;MCS;2021-01-03 19:50:00;4070;1
2200;2;3;1195;1142;Schnelllader;600;750;0,2050392772843336;0,856;45;MCS;2021-01-03 19:55:00;4075;1
2205;2;3;1200;1147;Schnelllader;960;1200;0,1838475329839362;0,5725;45;MCS;2021-01-03 20:00:00;4080;1
2206;2;3;1200;1148;Schnelllader;840;1200;0,2432108954870933;0,64;45;MCS;2021-01-03 20:00:00;4080;0
2209;2;3;1205;1151;Schnelllader;840;1200;0,2490232473603858;0,64;45;MCS;2021-01-03 20:05:00;4085;1
2213;2;3;1210;1155;Schnelllader;720;750;0,3086862882854244;0,73;45;MCS;2021-01-03 20:10:00;4090;1
2214;2;3;1210;1156;Schnelllader;960;1200;0,186560359825352;0,5725;45;MCS;2021-01-03 20:10:00;4090;0
2215;2;3;1210;1157;Schnelllader;720;750;0,1731524548356768;0,73;45;MCS;2021-01-03 20:10:00;4090;0
2220;2;3;1215;1162;Schnelllader;960;1200;0,2298373048663922;0,5725;45;MCS;2021-01-03 20:15:00;4095;0
2222;2;3;1220;1164;Schnelllader;960;1200;0,240588510470022;0,5725;45;MCS;2021-01-03 20:20:00;4100;1
2223;2;3;1220;1165;Schnelllader;960;1200;0,278506953641283;0,5725;45;MCS;2021-01-03 20:20:00;4100;0
2227;2;3;1225;1169;Schnelllader;840;1200;0,2708994517037152;0,64;45;MCS;2021-01-03 20:25:00;4105;1
2228;2;3;1225;1170;Schnelllader;960;1200;0,1727253421979516;0,5725;45;MCS;2021-01-03 20:25:00;4105;1
2233;2;3;1235;1175;Schnelllader;600;750;0,2081260017534365;0,856;45;MCS;2021-01-03 20:35:00;4115;1
2234;2;3;1235;1176;Schnelllader;840;1200;0,1795274251036748;0,64;45;MCS;2021-01-03 20:35:00;4115;0
2235;2;3;1235;1177;Schnelllader;840;1200;0,1924484258152242;0,64;45;MCS;2021-01-03 20:35:00;4115;0
2238;2;3;1240;1180;Schnelllader;720;750;0,2059371129732527;0,73;45;MCS;2021-01-03 20:40:00;4120;1
2239;2;3;1240;1181;Schnelllader;720;750;0,2198813626992694;0,73;45;MCS;2021-01-03 20:40:00;4120;0
2240;2;3;1240;1182;Schnelllader;960;1200;0,1946696798768197;0,5725;45;MCS;2021-01-03 20:40:00;4120;0
2241;2;3;1245;1183;Schnelllader;840;1200;0,31156361997195;0,64;45;MCS;2021-01-03 20:45:00;4125;1
2242;2;3;1245;1184;Schnelllader;840;1200;0,2814510142187323;0,64;45;MCS;2021-01-03 20:45:00;4125;0
2243;2;3;1250;1185;Schnelllader;840;1200;0,2589649351346863;0,64;45;MCS;2021-01-03 20:50:00;4130;1
2244;2;3;1250;1186;Schnelllader;960;1200;0,2534263784021276;0,5725;45;MCS;2021-01-03 20:50:00;4130;0
2245;2;3;1255;1187;Schnelllader;960;1200;0,2479486856011968;0,5725;45;MCS;2021-01-03 20:55:00;4135;0
2246;2;3;1255;1188;Schnelllader;840;1200;0,2906843630024823;0,64;45;MCS;2021-01-03 20:55:00;4135;0
2247;2;3;1255;1189;Schnelllader;840;1200;0,1617252176355635;0,64;45;MCS;2021-01-03 20:55:00;4135;0
2252;2;3;1265;1194;Schnelllader;600;750;0,3109069683040831;0,856;45;MCS;2021-01-03 21:05:00;4145;1
2253;2;3;1265;1195;Schnelllader;960;1200;0,248503573348354;0,5725;45;MCS;2021-01-03 21:05:00;4145;0
2255;2;3;1270;1197;Schnelllader;960;1200;0,2827854726533184;0,5725;45;MCS;2021-01-03 21:10:00;4150;1
2256;2;3;1270;1198;Schnelllader;840;1200;0,153956272936281;0,64;45;MCS;2021-01-03 21:10:00;4150;0
2259;2;3;1275;1201;Schnelllader;720;750;0,3382979322295774;0,73;45;MCS;2021-01-03 21:15:00;4155;1
2261;2;3;1280;1203;Schnelllader;840;1200;0,2769640087260094;0,64;45;MCS;2021-01-03 21:20:00;4160;1
2262;2;3;1280;1204;Schnelllader;840;1200;0,276321966399339;0,64;45;MCS;2021-01-03 21:20:00;4160;1
2264;2;3;1285;1206;Schnelllader;720;750;0,2012199373639053;0,73;45;MCS;2021-01-03 21:25:00;4165;1
2265;2;3;1285;1207;Schnelllader;600;750;0,1919114527280492;0,856;45;MCS;2021-01-03 21:25:00;4165;0
2268;2;3;1290;1210;Schnelllader;840;1200;0,2027441698679708;0,64;45;MCS;2021-01-03 21:30:00;4170;1
2273;2;3;1300;1215;Schnelllader;840;1200;0,1426847144871007;0,64;45;MCS;2021-01-03 21:40:00;4180;1
2274;2;3;1300;1216;Schnelllader;720;750;0,3063162800034474;0,73;45;MCS;2021-01-03 21:40:00;4180;1
2282;2;3;1315;1224;Schnelllader;960;1200;0,2001140774063136;0,5725;45;MCS;2021-01-03 21:55:00;4195;1
2283;2;3;1320;1225;Schnelllader;960;1200;0,2385105350777848;0,5725;45;MCS;2021-01-03 22:00:00;4200;1
2291;2;3;1350;1233;Schnelllader;720;750;0,3148706468071973;0,73;45;MCS;2021-01-03 22:30:00;4230;1
2298;2;3;1365;1240;Schnelllader;840;1200;0,1762497913478775;0,64;45;MCS;2021-01-03 22:45:00;4245;1
2307;2;3;1395;1249;Schnelllader;960;1200;0,1421232408276553;0,5725;45;MCS;2021-01-03 23:15:00;4275;1
2308;2;3;1395;1250;Schnelllader;960;1200;0,1649782251975512;0,5725;45;MCS;2021-01-03 23:15:00;4275;1
2314;2;3;1420;1256;Schnelllader;840;1200;0,1973067125244881;0,64;45;MCS;2021-01-03 23:40:00;4300;1
2315;2;3;1420;1257;Schnelllader;960;1200;0,1884686347378145;0,5725;45;MCS;2021-01-03 23:40:00;4300;1
2317;2;3;1435;1259;Schnelllader;960;1200;0,1404862515997822;0,5725;45;MCS;2021-01-03 23:55:00;4315;1
2322;2;4;10;1264;Schnelllader;840;1200;0,1240318517471243;0,64;45;MCS;2021-01-04 00:10:00;4330;1
2323;2;4;10;1265;Schnelllader;720;750;0,2620280181490922;0,73;45;MCS;2021-01-04 00:10:00;4330;1
2334;2;4;550;1276;Schnelllader;600;750;0,4360048479055605;0,856;45;MCS;2021-01-04 09:10:00;4870;1
2347;2;4;600;1289;Schnelllader;720;750;0,3376382680894444;0,73;45;MCS;2021-01-04 10:00:00;4920;1
2366;2;4;635;1308;Schnelllader;600;750;0,3671164765307802;0,856;45;MCS;2021-01-04 10:35:00;4955;1
2374;2;4;650;1316;Schnelllader;600;750;0,332649120821478;0,856;45;MCS;2021-01-04 10:50:00;4970;1
2375;2;4;655;1317;Schnelllader;840;1200;0,3228136260488912;0,64;45;MCS;2021-01-04 10:55:00;4975;1
2389;2;4;670;1331;Schnelllader;840;1200;0,3246433316287144;0,64;45;MCS;2021-01-04 11:10:00;4990;1
2393;2;4;675;1335;Schnelllader;600;750;0,4084165088647156;0,856;45;MCS;2021-01-04 11:15:00;4995;1
2394;2;4;680;1336;Schnelllader;720;750;0,3596965893499526;0,73;45;MCS;2021-01-04 11:20:00;5000;1
2412;2;4;715;1354;Schnelllader;720;750;0,3252816143390857;0,73;45;MCS;2021-01-04 11:55:00;5035;1
2423;2;4;745;1365;Schnelllader;600;750;0,4160628867518114;0,856;45;MCS;2021-01-04 12:25:00;5065;1
2427;2;4;755;1369;Schnelllader;840;1200;0,3162491131268114;0,64;45;MCS;2021-01-04 12:35:00;5075;1
2430;2;4;765;1372;Schnelllader;600;750;0,4353303649129956;0,856;45;MCS;2021-01-04 12:45:00;5085;1
2432;2;4;770;1374;Schnelllader;600;750;0,3318140782348355;0,856;45;MCS;2021-01-04 12:50:00;5090;1
2433;2;4;775;1375;Schnelllader;600;750;0,3914599951242158;0,856;45;MCS;2021-01-04 12:55:00;5095;1
